index,Event_code
28232,LPP-7841599
28233,LPP-7310330
28234,ICD-V959
28235,LPP-7215896
28236,CAM-EAAF004
28237,LPP-6111427
28238,ICD-A185
28239,LPP-2798404
28240,LPP-2755122
28241,LPP-2722275
28242,LPP-7229674
28243,CAM-JMFA006
28244,LPP-1394509
28245,ICD-W321
28246,ICD-K313
28247,LPP-2447834
28248,LPP-2407728
28249,LPP-2482960
28250,LPP-2444876
28251,LPP-2449201
28252,LPP-2420806
28253,LPP-2498748
28254,LPP-2419737
28255,LPP-8141763
28256,LPP-2469273
28257,LPP-1128877
28258,ICD-E851
28259,ATC-N07XX08
28260,CAM-EASF005
28261,LPP-7237403
28262,CAM-EZCA001
28263,CAM-EZCA005
28264,CAM-QZEA040
28265,CAM-QZPA003
28266,LPP-7179829
28267,LPP-7208850
28268,LPP-7242864
28269,LPP-8147820
28270,LPP-3156560
28271,LPP-6110244
28272,ICD-N013
28273,CAM-DDMA015
28274,LPP-1101306
28275,LPP-8110828
28276,LPP-3194269
28277,CAM-HBFA011
28278,CAM-NBFA002
28279,ICD-C101
28280,CAM-GEFA011
28281,ICD-S046
28282,ICD-O95
28283,LPP-7272368
28284,LPP-8126410
28285,LPP-8126427
28286,ICD-X236
28287,LPP-8186777
28288,CAM-HJDA001
28289,LPP-6188364
28290,CAM-AHLH008
28291,LPP-2782219
28292,CAM-QEMA621
28293,ICD-A880
28294,ICD-O103
28295,ICD-V969
28296,LPP-8114944
28297,LPP-7271009
28298,LPP-7271268
28299,ICD-A391
28300,LPP-7295286
28301,LPP-7227729
28302,ICD-T491
28303,CAM-HBMD349
28304,ICD-Y147
28305,LPP-7827671
28306,LPP-7825689
28307,CAM-NAFA001
28308,LPP-2747281
28309,LPP-2710935
28310,LPP-7279614
28311,ICD-Y798
28312,ICD-M941
28313,CAM-DGKA007
28314,CAM-DGKA006
28315,LPP-8187133
28316,ICD-L748
28317,ICD-M360
28318,LPP-7239359
28319,LPP-7237337
28320,LPP-1179886
28321,LPP-7237372
28322,LPP-6210448
28323,CAM-JRGC001
28324,LPP-7846390
28325,CAM-HBLD171
28326,LPP-1388029
28327,ICD-B572
28328,ICD-B573
28329,ICD-B575
28330,ICD-C33
28331,ICD-C430
28332,LPP-6186141
28333,LPP-8133120
28334,LPP-8134355
28335,LPP-8186903
28336,CAM-DERF004
28337,CAM-DHCA002
28338,LPP-7214135
28339,LPP-7238644
28340,LPP-2344531
28341,LPP-8144253
28342,LPP-3167812
28343,LPP-3196825
28344,LPP-2716990
28345,LPP-2735214
28346,LPP-2749386
28347,CAM-HFDA002
28348,CAM-DEGF003
28349,ATC-L01XK04
28350,LPP-3116832
28351,LPP-8154122
28352,LPP-3120963
28353,LPP-7282846
28354,LPP-7283120
28355,CAM-AJLH007
28356,LPP-8142188
28357,LPP-7862561
28358,LPP-3155750
28359,CAM-NEKA007
28360,LPP-8129029
28361,LPP-8128768
28362,LPP-8129182
28363,LPP-3370016
28364,LPP-8149180
28365,LPP-8149196
28366,LPP-8144313
28367,LPP-8144247
28368,ICD-J704
28369,LPP-3121075
28370,LPP-3136450
28371,LPP-3125587
28372,LPP-3126782
28373,CAM-DGCA017
28374,LPP-3265822
28375,LPP-3127511
28376,LPP-7280729
28377,LPP-7293175
28378,LPP-7251722
28379,LPP-2779619
28380,CAM-HMGA001
28381,LPP-1238778
28382,ICD-M838
28383,LPP-6310799
28384,CAM-BGHA002
28385,ICD-X037
28386,CAM-DGFA007
28387,CAM-FEPF002
28388,LPP-7181252
28389,CAM-ZZNL012
28390,LPP-8151589
28391,LPP-8151833
28392,LPP-6245702
28393,BIO-1414
28394,CAM-ELSF001
28395,LPP-7281746
28396,BIO-1441
28397,ICD-N893
28398,LPP-7290768
28399,ICD-S854
28400,ICD-M189
28401,CAM-HPLB002
28402,CAM-HGKE001
28403,ICD-T031
28404,LPP-2715401
28405,ATC-J05AP02
28406,CAM-EASF013
28407,CAM-FEJF009
28408,CAM-ECSF003
28409,CAM-HNQH001
28410,CAM-FCFA015
28411,CAM-JHCB001
28412,CAM-EHFA001
28413,CAM-JHCA001
28414,LPP-7216520
28415,LPP-7251870
28416,LPP-7251627
28417,CAM-JDDB001
28418,LPP-7203150
28419,ICD-K437
28420,ICD-I241
28421,ATC-M05BB04
28422,CAM-JSEC001
28423,CAM-MDCA008
28424,CAM-JKFA007
28425,LPP-7380425
28426,LPP-7214773
28427,ICD-W086
28428,ICD-Y629
28429,CAM-NZFA009
28430,LPP-7233546
28431,CAM-EASF007
28432,ICD-E011
28433,ICD-Y202
28434,CAM-NEMA017
28435,LPP-7310235
28436,LPP-7248619
28437,LPP-7810191
28438,LPP-7811173
28439,ICD-Y356
28440,BIO-4076
28441,CAM-LAHH005
28442,LPP-7310040
28443,CAM-HFGC900
28444,LPP-7264541
28445,ICD-N958
28446,LPP-6184774
28447,CAM-HNPE003
28448,CAM-HNCA005
28449,ATC-G03FB12
28450,CAM-LBMA001
28451,LPP-6110095
28452,ICD-L131
28453,CAM-NEKA001
28454,LPP-3186293
28455,ICD-M707
28456,ICD-I220
28457,ICD-F32
28458,CAM-ZZNL900
28459,LPP-7226345
28460,CAM-EQCF001
28461,LPP-7864198
28462,LPP-7245160
28463,ICD-G520
28464,LPP-1136121
28465,LPP-1237715
28466,CAM-DDAF003
28467,LPP-3119581
28468,LPP-7811983
28469,LPP-7280267
28470,LPP-6642283
28471,ICD-N982
28472,LPP-7224470
28473,CAM-DGKA011
28474,LPP-6382994
28475,CAM-AJNC001
28476,ICD-C031
28477,ICD-A798
28478,CAM-ECQH007
28479,CAM-JKFA002
28480,ICD-W235
28481,ICD-O291
28482,ICD-Q186
28483,LPP-6386897
28484,ICD-V680
28485,CAM-GDLE001
28486,CAM-AJLH003
28487,ICD-X761
28488,ICD-V232
28489,LPP-3412424
28490,LPP-7215293
28491,ICD-Z100
28492,LPP-7239550
28493,LPP-3130476
28494,LPP-7257251
28495,LPP-7280882
28496,LPP-7161203
28497,CAM-AHLH020
28498,ICD-W585
28499,ICD-K276
28500,LPP-3150898
28501,LPP-3143131
28502,LPP-8147270
28503,CAM-NEKA006
28504,LPP-1116680
28505,ICD-W361
28506,ICD-E858
28507,ICD-L640
28508,CAM-QEFA005
28509,ICD-G730
28510,ATC-S01FA05
28511,CAM-JBQG001
28512,CAM-JKFA014
28513,LPP-7828009
28514,LPP-8149486
28515,LPP-8149434
28516,LPP-8149457
28517,LPP-8154464
28518,LPP-8154524
28519,ICD-V699
28520,LPP-7299723
28521,LPP-9362302
28522,ICD-V205
28523,LPP-3155588
28524,CAM-AHEA009
28525,LPP-6324206
28526,LPP-7276366
28527,LPP-7276060
28528,CAM-LDFA001
28529,LPP-3495605
28530,CAM-NFMC004
28531,ICD-S235
28532,CAM-JHFA016
28533,CAM-LECA001
28534,LPP-1122053
28535,LPP-6272544
28536,LPP-6625244
28537,CAM-EBCA012
28538,CAM-HNQX004
28539,LPP-2720307
28540,LPP-2799958
28541,LPP-2707152
28542,LPP-2700167
28543,CAM-AHPA003
28544,LPP-7862928
28545,ICD-M992
28546,LPP-6380570
28547,ICD-W271
28548,LPP-6173440
28549,CAM-HMGH004
28550,LPP-2759640
28551,LPP-7230186
28552,ICD-X303
28553,ICD-T099
28554,ICD-Y623
28555,LPP-7182671
28556,LPP-7296162
28557,CAM-HMGH003
28558,ICD-X52
28559,LPP-7235746
28560,LPP-6611727
28561,LPP-7216795
28562,CAM-JAFC003
28563,LPP-7832614
28564,ICD-X368
28565,ICD-K286
28566,LPP-6324235
28567,LPP-3129728
28568,LPP-3159907
28569,LPP-7231151
28570,BIO-244
28571,ICD-S449
28572,LPP-7231197
28573,LPP-7295352
28574,CAM-BKGA001
28575,LPP-8154642
28576,LPP-7828140
28577,LPP-7112133
28578,LPP-8126137
28579,LPP-8125770
28580,LPP-8131753
28581,LPP-8126172
28582,LPP-7250622
28583,LPP-7202333
28584,LPP-1160830
28585,CAM-JAEA002
28586,ICD-H281
28587,LPP-1240054
28588,LPP-7839094
28589,LPP-7828334
28590,LPP-7210982
28591,CAM-ADPA010
28592,CAM-ADPA005
28593,LPP-8152212
28594,LPP-8152324
28595,LPP-3146112
28596,LPP-3179301
28597,LPP-8151939
28598,CAM-LBBA006
28599,CAM-HLCA002
28600,LPP-3154005
28601,LPP-8133829
28602,LPP-8133692
28603,LPP-3185773
28604,CAM-JDDC002
28605,LPP-6384770
28606,CAM-GEQP001
28607,LPP-8179441
28608,LPP-8179435
28609,LPP-8154375
28610,LPP-8154553
28611,LPP-1104262
28612,LPP-7831810
28613,LPP-6110072
28614,BIO-0268
28615,LPP-2742036
28616,LPP-2763541
28617,LPP-6211258
28618,LPP-7203947
28619,CAM-MFMA001
28620,ICD-Z419
28621,LPP-7272842
28622,LPP-8144164
28623,LPP-8143118
28624,ICD-O042
28625,LPP-9322350
28626,LPP-9322314
28627,LPP-2267240
28628,CAM-GFFA011
28629,ICD-Y287
28630,ICD-N18
28631,CAM-CAFA003
28632,ICD-Y244
28633,LPP-7215301
28634,LPP-2756400
28635,ICD-V812
28636,LPP-7295470
28637,ATC-D06BB08
28638,CAM-NFKA005
28639,LPP-8133976
28640,LPP-8133999
28641,LPP-8134036
28642,LPP-8114810
28643,LPP-8114789
28644,LPP-8114832
28645,LPP-8114795
28646,CAM-MZFA004
28647,ICD-Z891
28648,LPP-2726014
28649,LPP-2736515
28650,LPP-2705012
28651,LPP-2759611
28652,LPP-2732345
28653,LPP-2709530
28654,ATC-L01EJ02
28655,CAM-JAGA001
28656,LPP-7846527
28657,ICD-Y286
28658,ICD-B901
28659,CAM-JEKA002
28660,ICD-M363
28661,CAM-GBFA006
28662,ICD-C842
28663,ICD-B789
28664,LPP-6165009
28665,CAM-DDMA008
28666,ICD-X978
28667,LPP-7819051
28668,LPP-7819230
28669,ICD-C785
28670,CAM-HMLH001
28671,LPP-3140612
28672,LPP-3148588
28673,LPP-6284961
28674,LPP-9110090
28675,LPP-7269290
28676,LPP-8187179
28677,LPP-8110159
28678,ICD-E801
28679,BIO-4069
28680,LPP-3316258
28681,CAM-MAGA002
28682,LPP-3185684
28683,LPP-7223714
28684,LPP-7259103
28685,CAM-AJLH009
28686,LPP-7829090
28687,LPP-7206791
28688,CAM-AFCA001
28689,ICD-I725
28690,ICD-E124
28691,CAM-LBLD193
28692,LPP-7827330
28693,CAM-HBMD342
28694,CAM-LBQH003
28695,LPP-1195885
28696,LPP-8143265
28697,LPP-8135403
28698,LPP-8135410
28699,CAM-JAQL004
28700,LPP-8184092
28701,ICD-R866
28702,LPP-7251001
28703,ICD-W262
28704,ATC-L01EN02
28705,CAM-NAHB001
28706,ICD-M092
28707,LPP-3125251
28708,LPP-7283722
28709,ATC-L01EK01
28710,CAM-JLCA003
28711,LPP-7815538
28712,ICD-C880
28713,LPP-6311110
28714,ICD-W336
28715,LPP-6310859
28716,LPP-7210893
28717,CAM-GBFA001
28718,LPP-6185420
28719,ICD-A94
28720,LPP-7280296
28721,ICD-C823
28722,ICD-C342
28723,ATC-L01CE01
28724,CAM-HBLD321
28725,ICD-X176
28726,LPP-8154406
28727,LPP-8153772
28728,LPP-7264392
28729,ICD-I289
28730,LPP-7298942
28731,CAM-JDFA018
28732,LPP-6384711
28733,LPP-6316069
28734,ICD-J681
28735,ATC-C07BB02
28736,LPP-7237679
28737,LPP-3180600
28738,LPP-7819358
28739,LPP-7819335
28740,ICD-N855
28741,CAM-EQQF007
28742,ICD-M32
28743,ICD-Q982
28744,CAM-HDMA002
28745,ICD-E033
28746,CAM-JDDA005
28747,LPP-7250119
28748,ICD-T872
28749,LPP-7254940
28750,ICD-E511
28751,LPP-1205520
28752,CAM-JKFA011
28753,LPP-6380624
28754,ICD-X643
28755,LPP-6177478
28756,LPP-7282065
28757,LPP-7233894
28758,CAM-JAFA018
28759,ICD-A301
28760,LPP-8185720
28761,LPP-8110917
28762,ICD-D199
28763,LPP-7280913
28764,LPP-9363431
28765,LPP-9357212
28766,LPP-9357229
28767,LPP-9357407
28768,CAM-AJLH018
28769,LPP-7222005
28770,CAM-NEGA001
28771,CAM-LDPA002
28772,CAM-ENFA007
28773,LPP-3101368
28774,LPP-7223878
28775,ATC-C09XA52
28776,ICD-W999
28777,CAM-HBLD078
28778,ICD-O743
28779,ICD-V417
28780,ICD-E054
28781,CAM-NCCB007
28782,LPP-6211206
28783,ICD-I659
28784,LPP-7237538
28785,ICD-M164
28786,LPP-7249234
28787,ICD-A427
28788,LPP-6110103
28789,LPP-7226374
28790,ICD-X759
28791,LPP-8119090
28792,LPP-8185128
28793,ATC-L01XK03
28794,LPP-8110768
28795,ATC-N07XX
28796,LPP-9179070
28797,CAM-ZZJJ001
28798,LPP-7251567
28799,LPP-8184650
28800,ICD-E329
28801,LPP-3177609
28802,LPP-8120940
28803,ICD-S757
28804,ICD-U847
28805,LPP-8133172
28806,ICD-E214
28807,ICD-K441
28808,ICD-W117
28809,CAM-ZZQP104
28810,LPP-1110370
28811,LPP-6138834
28812,LPP-6164671
28813,LPP-1122627
28814,LPP-6157122
28815,LPP-6157091
28816,LPP-6131097
28817,LPP-6186419
28818,LPP-6165133
28819,LPP-1183860
28820,ICD-F155
28821,LPP-3102793
28822,ICD-D000
28823,LPP-7200386
28824,LPP-7294163
28825,CAM-JDFA015
28826,LPP-1126660
28827,LPP-1621879
28828,CAM-LACA006
28829,ICD-V886
28830,ICD-N980
28831,ICD-X232
28832,CAM-AALA900
28833,CAM-ADLH001
28834,CAM-AJLH004
28835,CAM-AJLH019
28836,ICD-C060
28837,CAM-QZMP003
28838,LPP-1259177
28839,LPP-7380106
28840,ICD-T914
28841,ICD-G22
28842,ICD-C471
28843,LPP-8134125
28844,LPP-8179346
28845,LPP-7258977
28846,CAM-JHMA008
28847,CAM-JHGA003
28848,CAM-FEQL004
28849,LPP-2742214
28850,ICD-Y353
28851,LPP-8112840
28852,LPP-7380230
28853,CAM-JFFA003
28854,LPP-3171601
28855,LPP-3187370
28856,LPP-8113063
28857,LPP-9384404
28858,LPP-6187287
28859,CAM-EJQH003
28860,ICD-C831
28861,ICD-L878
28862,ICD-F654
28863,CAM-HNJC001
28864,LPP-7816710
28865,CAM-ZZMP003
28866,LPP-6269051
28867,ICD-D176
28868,LPP-8145360
28869,LPP-8144483
28870,CAM-ADQB001
28871,ICD-W205
28872,LPP-6210879
28873,CAM-JMFA008
28874,CAM-LBFA037
28875,LPP-8187104
28876,ICD-G375
28877,LPP-7248878
28878,ICD-L731
28879,LPP-8119261
28880,LPP-7269998
28881,LPP-9359725
28882,ICD-T371
28883,LPP-7248588
28884,CAM-HGCA009
28885,ICD-N741
28886,ICD-W743
28887,ICD-A929
28888,ICD-M158
28889,ICD-I234
28890,CAM-HNJA001
28891,LPP-2155652
28892,LPP-2124120
28893,CAM-NEKA016
28894,LPP-6385751
28895,LPP-3136970
28896,ICD-F138
28897,ICD-Y828
28898,ICD-Q624
28899,CAM-JELA001
28900,LPP-7310761
28901,ATC-G03CA01
28902,LPP-7298899
28903,ICD-Z102
28904,LPP-1222406
28905,LPP-7184782
28906,ICD-S377
28907,CAM-HASA009
28908,CAM-HAMA004
28909,LPP-8128834
28910,LPP-8129199
28911,LPP-8128633
28912,LPP-7862199
28913,LPP-8133284
28914,LPP-8140717
28915,LPP-8140769
28916,LPP-8186978
28917,ICD-Y791
28918,LPP-7843807
28919,LPP-3308069
28920,ICD-R896
28921,LPP-1359045
28922,LPP-7219701
28923,ICD-Q500
28924,LPP-7846800
28925,LPP-6619812
28926,CAM-EENF002
28927,LPP-7249369
28928,CAM-JDFA001
28929,LPP-7244113
28930,LPP-2788624
28931,LPP-2771397
28932,LPP-7872677
28933,LPP-7226606
28934,CAM-EEPF001
28935,LPP-3407713
28936,ICD-O833
28937,CAM-HHMC005
28938,ATC-L01BB05
28939,CAM-HGQJ001
28940,CAM-HLFA003
28941,ICD-K284
28942,LPP-2767102
28943,LPP-2750410
28944,LPP-7251484
28945,LPP-2707123
28946,CAM-HBLD118
28947,CAM-LBLD270
28948,CAM-HBLD492
28949,CAM-HBLD240
28950,CAM-HBLD217
28951,ICD-F196
28952,ICD-X720
28953,LPP-7230140
28954,ICD-Y510
28955,ICD-Y171
28956,LPP-6211235
28957,ICD-M799
28958,LPP-7237030
28959,BIO-0821
28960,CAM-JDSA005
28961,LPP-7227050
28962,LPP-7293436
28963,LPP-9248820
28964,ATC-L01EM01
28965,LPP-7111754
28966,ICD-B432
28967,LPP-7282734
28968,CAM-PAFA008
28969,LPP-8147062
28970,LPP-6324212
28971,CAM-HEMA006
28972,ICD-V675
28973,LPP-8126344
28974,ICD-C022
28975,ICD-B674
28976,ICD-X758
28977,CAM-EEAF002
28978,LPP-7237395
28979,CAM-GEMA002
28980,LPP-7285046
28981,ICD-H839
28982,ICD-L419
28983,LPP-7831520
28984,BIO-3734
28985,LPP-7266310
28986,LPP-7266296
28987,ICD-C883
28988,ICD-W574
28989,CAM-AHQP005
28990,CAM-AJFC001
28991,ICD-T619
28992,CAM-NEGA004
28993,LPP-3316560
28994,CAM-DAQM901
28995,CAM-DDQH006
28996,ICD-B212
28997,LPP-7827524
28998,LPP-7433274
28999,CAM-HMGH001
29000,LPP-7279608
29001,LPP-6259213
29002,LPP-6359570
29003,ICD-L411
29004,ICD-Y333
29005,LPP-6210572
29006,ICD-X148
29007,LPP-1388590
29008,LPP-6285156
29009,ICD-Y314
29010,LPP-7220963
29011,LPP-7148125
29012,LPP-7850807
29013,LPP-6267537
29014,LPP-7258813
29015,LPP-7272173
29016,ICD-W419
29017,CAM-LEPA008
29018,LPP-1116911
29019,LPP-7212716
29020,ICD-D53
29021,ICD-G95
29022,ICD-M16
29023,ICD-R63
29024,LPP-1200072
29025,LPP-6315035
29026,ICD-W143
29027,CAM-AJLH014
29028,LPP-8132391
29029,LPP-8152407
29030,LPP-8152382
29031,LPP-8152399
29032,LPP-8153045
29033,LPP-1393409
29034,LPP-1131135
29035,ICD-R784
29036,CAM-JHCF001
29037,CAM-GGCA001
29038,CAM-LBFA007
29039,LPP-6135907
29040,ICD-S253
29041,LPP-7269840
29042,ICD-V335
29043,ICD-O92
29044,ICD-C150
29045,ICD-F117
29046,ICD-Y152
29047,LPP-3120029
29048,LPP-8144520
29049,CAM-HBMD776
29050,ICD-A014
29051,CAM-QEQK006
29052,ICD-W541
29053,LPP-7233799
29054,LPP-6349293
29055,LPP-6257295
29056,LPP-7293100
29057,ICD-A300
29058,CAM-FEQL001
29059,ICD-X786
29060,LPP-7832850
29061,LPP-6278713
29062,LPP-7222353
29063,LPP-1246424
29064,CAM-JCNE004
29065,ICD-V695
29066,ICD-T056
29067,LPP-2715157
29068,LPP-2765391
29069,LPP-2786269
29070,LPP-3404353
29071,ICD-V29
29072,LPP-9277482
29073,LPP-7227497
29074,LPP-7230275
29075,LPP-7233339
29076,CAM-ADPA021
29077,LPP-7236770
29078,CAM-ZZQX155
29079,LPP-7280014
29080,CAM-NFLA001
29081,LPP-6284814
29082,LPP-2752193
29083,LPP-8124925
29084,LPP-2791738
29085,CAM-LHFA013
29086,CAM-HMFA003
29087,LPP-7209750
29088,LPP-7209690
29089,ICD-L749
29090,LPP-7250421
29091,ICD-X694
29092,LPP-1140921
29093,ICD-D400
29094,ICD-C637
29095,ICD-R762
29096,BIO-4202
29097,LPP-7236183
29098,LPP-7203232
29099,ICD-Y519
29100,ICD-Y220
29101,ICD-C062
29102,ICD-N884
29103,CAM-EFFA003
29104,ICD-M154
29105,LPP-1328286
29106,LPP-7182620
29107,LPP-8187015
29108,LPP-8147932
29109,CAM-HEQE004
29110,CAM-LBLD026
29111,CAM-LAPB007
29112,ICD-L26
29113,LPP-9122124
29114,LPP-7215637
29115,CAM-HBGD122
29116,CAM-ABJC900
29117,CAM-JLNL003
29118,CAM-JLFA003
29119,ICD-Y526
29120,LPP-9352479
29121,LPP-6288700
29122,LPP-3178483
29123,ICD-W358
29124,LPP-7254815
29125,ICD-X902
29126,BIO-1766
29127,ICD-V429
29128,ATC-L02BX02
29129,LPP-7224056
29130,LPP-7240486
29131,ICD-F024
29132,LPP-9382322
29133,LPP-9178254
29134,LPP-9178870
29135,LPP-9384901
29136,LPP-7811730
29137,LPP-7256731
29138,LPP-7201180
29139,CAM-HNFA001
29140,ICD-Y567
29141,ICD-X458
29142,LPP-7228195
29143,LPP-7273439
29144,LPP-7233049
29145,ICD-M356
29146,CAM-LGFA006
29147,CAM-NAFA006
29148,LPP-3489119
29149,LPP-3420056
29150,LPP-3160626
29151,LPP-6264823
29152,LPP-6264958
29153,LPP-7866872
29154,CAM-HNNM001
29155,LPP-7244768
29156,LPP-7270955
29157,LPP-7845580
29158,CAM-NEMA013
29159,LPP-7274657
29160,ATC-N04BD01
29161,ICD-N024
29162,LPP-3134400
29163,LPP-7210597
29164,CAM-GDFA004
29165,LPP-7841004
29166,ICD-K634
29167,LPP-7239632
29168,LPP-7247324
29169,CAM-GJQP001
29170,LPP-7225239
29171,ICD-Y010
29172,CAM-ACHA001
29173,CAM-DHSA002
29174,LPP-7239388
29175,ICD-Y154
29176,LPP-8154889
29177,ICD-T329
29178,BIO-0793
29179,LPP-3148306
29180,LPP-7247264
29181,LPP-3203608
29182,LPP-3131694
29183,ICD-M429
29184,LPP-7212449
29185,CAM-EFQH004
29186,CAM-ENFA001
29187,CAM-ENFA004
29188,CAM-ECPF002
29189,CAM-ENFA005
29190,ICD-E853
29191,LPP-7223660
29192,CAM-ZZQL014
29193,LPP-7224381
29194,CAM-AJLJ002
29195,ICD-T139
29196,ICD-F009
29197,LPP-6278720
29198,LPP-7243728
29199,CAM-MFKA003
29200,CAM-MGKA002
29201,LPP-3116588
29202,LPP-3108376
29203,LPP-3109803
29204,LPP-3115465
29205,LPP-8184360
29206,LPP-8132155
29207,LPP-8131888
29208,CAM-JVQF008
29209,ICD-W468
29210,ICD-X671
29211,BIO-0477
29212,CAM-EFJF001
29213,CAM-EFNF001
29214,LPP-7263760
29215,ICD-Y822
29216,ICD-R822
29217,ICD-N160
29218,LPP-6616593
29219,ICD-F79
29220,CAM-LEFA004
29221,LPP-8149204
29222,LPP-8187140
29223,LPP-7299769
29224,ICD-A011
29225,CAM-LDFA006
29226,LPP-7279382
29227,ICD-N901
29228,CAM-DBMA010
29229,LPP-8110165
29230,CAM-LEFA002
29231,ICD-T442
29232,BIO-1778
29233,ATC-B03XA06
29234,LPP-9277588
29235,LPP-7209275
29236,LPP-7810848
29237,CAM-GEME121
29238,ICD-G80
29239,LPP-8120962
29240,LPP-8120991
29241,LPP-8121000
29242,LPP-8121016
29243,LPP-7227630
29244,ICD-K431
29245,LPP-3168384
29246,ICD-M182
29247,CAM-NZFA008
29248,ICD-V685
29249,LPP-9310038
29250,CAM-EDNF003
29251,LPP-7249412
29252,LPP-7227540
29253,LPP-6171850
29254,LPP-7851095
29255,ICD-E616
29256,CAM-CAFA008
29257,CAM-NFKA004
29258,CAM-EDCA003
29259,CAM-DGCA030
29260,LPP-7232156
29261,LPP-8148370
29262,LPP-8148825
29263,LPP-7241037
29264,CAM-BGBA001
29265,ICD-W378
29266,ICD-Y318
29267,CAM-EBFA008
29268,LPP-7216358
29269,LPP-3100469
29270,LPP-3187045
29271,CAM-MEKA002
29272,LPP-3114715
29273,ICD-C543
29274,ICD-P59
29275,ICD-Z48
29276,LPP-6189062
29277,LPP-6284547
29278,LPP-6284553
29279,BIO-0413
29280,ICD-K931
29281,LPP-7252058
29282,LPP-3177740
29283,LPP-6177060
29284,LPP-6177099
29285,LPP-6187413
29286,LPP-7210568
29287,LPP-3102095
29288,LPP-8151678
29289,LPP-3113762
29290,ICD-S749
29291,ICD-Y208
29292,CAM-JAGD002
29293,ICD-V846
29294,LPP-7340615
29295,CAM-GBCA001
29296,LPP-3342907
29297,CAM-JGJB001
29298,CAM-DGFA003
29299,LPP-8110076
29300,LPP-3249042
29301,LPP-7282390
29302,ICD-W107
29303,LPP-6384668
29304,CAM-JQQP004
29305,LPP-7285359
29306,LPP-7234267
29307,CAM-DDFF002
29308,CAM-ECFA001
29309,CAM-JDQF001
29310,LPP-3148418
29311,ICD-S257
29312,ICD-B538
29313,ICD-I981
29314,LPP-9256586
29315,ICD-W899
29316,CAM-LBPA025
29317,LPP-7252489
29318,LPP-1294802
29319,ATC-B05BC01
29320,BIO-0412
29321,CAM-JLNL008
29322,ICD-D031
29323,LPP-7279778
29324,ICD-C12
29325,LPP-2402381
29326,LPP-2451830
29327,LPP-2427820
29328,LPP-2439177
29329,LPP-7443166
29330,LPP-2441004
29331,LPP-2489123
29332,LPP-7222034
29333,ICD-C089
29334,LPP-6310233
29335,LPP-7282421
29336,CAM-EDLF004
29337,LPP-3186554
29338,LPP-3177800
29339,LPP-3181232
29340,CAM-JKFA013
29341,ICD-D070
29342,ICD-B942
29343,LPP-7220319
29344,ATC-R06AB52
29345,LPP-6344918
29346,LPP-7214744
29347,LPP-7221537
29348,LPP-6187407
29349,LPP-6187471
29350,LPP-6187436
29351,LPP-7837215
29352,LPP-7834180
29353,LPP-7279749
29354,LPP-1111724
29355,CAM-ZZMK016
29356,LPP-8186501
29357,LPP-7252064
29358,ICD-T268
29359,ICD-S951
29360,LPP-2793460
29361,ICD-X133
29362,LPP-1160817
29363,LPP-9364519
29364,LPP-7811279
29365,CAM-HHQD901
29366,LPP-3361862
29367,LPP-7223849
29368,LPP-7826743
29369,ICD-S847
29370,ICD-S770
29371,ICD-M031
29372,LPP-7245199
29373,CAM-HBMD228
29374,LPP-7859599
29375,CAM-HMJH004
29376,ATC-R01AB05
29377,LPP-1167890
29378,LPP-3472685
29379,ICD-W568
29380,LPP-3110918
29381,LPP-8135018
29382,LPP-3178879
29383,LPP-8133835
29384,ICD-H458
29385,CAM-EBSA001
29386,LPP-9122265
29387,CAM-ECJF001
29388,CAM-HNEA900
29389,CAM-ACFA015
29390,ICD-V694
29391,LPP-7250409
29392,ICD-X012
29393,ICD-X092
29394,ICD-Y308
29395,ICD-J990
29396,LPP-7225707
29397,ICD-W654
29398,LPP-7811925
29399,BIO-0622
29400,CAM-JACA001
29401,LPP-7248660
29402,LPP-7845350
29403,LPP-7228982
29404,ICD-Z965
29405,LPP-7814467
29406,CAM-JELA002
29407,ICD-S178
29408,LPP-7844853
29409,LPP-7251171
29410,ICD-O298
29411,ICD-O072
29412,ICD-R833
29413,CAM-EEGA002
29414,LPP-7182895
29415,LPP-8187274
29416,BIO-0745
29417,LPP-7262803
29418,LPP-7256553
29419,LPP-2485036
29420,ICD-C320
29421,LPP-7478087
29422,LPP-1263753
29423,LPP-6188140
29424,LPP-6188186
29425,ICD-L247
29426,LPP-8131693
29427,LPP-8132050
29428,LPP-8132132
29429,LPP-7239371
29430,LPP-7249228
29431,ICD-K553
29432,ICD-I069
29433,CAM-DGQH003
29434,ICD-C088
29435,ICD-X806
29436,LPP-7863773
29437,ICD-R772
29438,LPP-7228048
29439,LPP-7219428
29440,LPP-7231978
29441,LPP-3118222
29442,LPP-7269834
29443,CAM-EKSA002
29444,LPP-7242918
29445,LPP-9325577
29446,LPP-7205478
29447,LPP-7200558
29448,LPP-3136059
29449,LPP-7850606
29450,LPP-7852226
29451,LPP-1183267
29452,LPP-1204035
29453,LPP-2432880
29454,CAM-HFFA001
29455,LPP-2712325
29456,LPP-3180497
29457,LPP-3142918
29458,LPP-3118765
29459,LPP-8132089
29460,CAM-EACA003
29461,ICD-W496
29462,LPP-7213615
29463,CAM-JMQP001
29464,LPP-7287401
29465,LPP-7237610
29466,LPP-7285945
29467,LPP-1340152
29468,CAM-JAGA002
29469,LPP-7237260
29470,CAM-ZZQX174
29471,LPP-8134869
29472,LPP-8134964
29473,LPP-3186034
29474,BIO-0192
29475,CAM-EDLF008
29476,LPP-8110060
